name,category,phone,addr_housenumber,addr_street,addr_city,addr_postcode,lat,lon,osm_type,osm_id,osm_link,maps_link
Dr. Tony Chan & Dr. Ashima Sawhney,amenity:doctors,,90,Main Street East,Milton,,43.510327,-79.885966,node,2216850764,https://www.openstreetmap.org/node/2216850764,"https://www.google.com/maps/search/?api=1&query=43.5103269,-79.8859665"
Dr. Turliuk,amenity:doctors,,4052,New Street,Burlington,,43.353195,-79.768671,node,3609664321,https://www.openstreetmap.org/node/3609664321,"https://www.google.com/maps/search/?api=1&query=43.3531946,-79.7686709"
Foot Clinic,amenity:doctors,,,,,,43.687080,-79.806979,node,6546870690,https://www.openstreetmap.org/node/6546870690,"https://www.google.com/maps/search/?api=1&query=43.6870803,-79.8069794"
Glen Derry Walk-In & Family Practice,amenity:doctors,,,,,,43.592838,-79.764384,node,3415004623,https://www.openstreetmap.org/node/3415004623,"https://www.google.com/maps/search/?api=1&query=43.592838,-79.7643844"
Glenashton Medical Dental Centre,amenity:doctors,,,,,,43.480851,-79.709566,node,13387340755,https://www.openstreetmap.org/node/13387340755,"https://www.google.com/maps/search/?api=1&query=43.480851,-79.7095665"
Health @ 280,amenity:doctors,,280,Guelph Street,,,43.647970,-79.898868,node,6533178846,https://www.openstreetmap.org/node/6533178846,"https://www.google.com/maps/search/?api=1&query=43.6479698,-79.8988677"
Health Plex Medical Centre,amenity:doctors,,,,,,43.707330,-79.733032,node,2215445578,https://www.openstreetmap.org/node/2215445578,"https://www.google.com/maps/search/?api=1&query=43.7073301,-79.7330323"
Health Sense Medical,amenity:doctors,,,,,,43.428942,-79.765317,node,4403646424,https://www.openstreetmap.org/node/4403646424,"https://www.google.com/maps/search/?api=1&query=43.4289415,-79.7653174"
Healthpoint Medicine Walk-In Clinic,amenity:doctors,,,,,,43.723934,-79.717422,node,11406327613,https://www.openstreetmap.org/node/11406327613,"https://www.google.com/maps/search/?api=1&query=43.7239335,-79.7174215"
Howden Medical Clinic,amenity:doctors,,,,,,43.718101,-79.743014,node,6547928859,https://www.openstreetmap.org/node/6547928859,"https://www.google.com/maps/search/?api=1&query=43.7181012,-79.7430135"
Intrepid Health,amenity:doctors,,6005,Erin Mills Parkway,,,43.579211,-79.733755,node,12865612690,https://www.openstreetmap.org/node/12865612690,"https://www.google.com/maps/search/?api=1&query=43.5792114,-79.7337551"
Iroquois Ridge Medical Clinic,amenity:doctors,,,,,,43.487326,-79.716394,node,4457363011,https://www.openstreetmap.org/node/4457363011,"https://www.google.com/maps/search/?api=1&query=43.4873264,-79.7163939"
James Potter Road Medical Centre,amenity:doctors,,,,,,43.674941,-79.805994,node,4004214046,https://www.openstreetmap.org/node/4004214046,"https://www.google.com/maps/search/?api=1&query=43.6749413,-79.8059944"
K.M. Medical Centre,amenity:doctors,,,,,,43.687819,-79.804858,node,6546837465,https://www.openstreetmap.org/node/6546837465,"https://www.google.com/maps/search/?api=1&query=43.6878192,-79.8048578"
Lakeridge Medical,amenity:doctors,,,,,,43.713822,-79.747105,node,6547925931,https://www.openstreetmap.org/node/6547925931,"https://www.google.com/maps/search/?api=1&query=43.7138218,-79.7471052"
Lakeside Clinic,amenity:doctors,,,,,,43.368434,-79.731931,node,419372342,https://www.openstreetmap.org/node/419372342,"https://www.google.com/maps/search/?api=1&query=43.3684345,-79.731931"
Lifestyle Health Services,amenity:doctors,,280,Guelph Street,,,43.648285,-79.897912,node,6533199661,https://www.openstreetmap.org/node/6533199661,"https://www.google.com/maps/search/?api=1&query=43.6482848,-79.897912"
Meadowvale Professional Centre Family Practice & Walk-In Clinic,amenity:doctors,,,,,,43.583959,-79.758213,node,11737835052,https://www.openstreetmap.org/node/11737835052,"https://www.google.com/maps/search/?api=1&query=43.5839587,-79.7582135"
Medical Centre,amenity:doctors,,,,,,43.694649,-79.750105,node,9008377050,https://www.openstreetmap.org/node/9008377050,"https://www.google.com/maps/search/?api=1&query=43.6946495,-79.7501046"
Mi Clinic & Pharmacy,amenity:doctors,,5055,Eglinton Avenue West,,,43.552787,-79.715627,node,12959993205,https://www.openstreetmap.org/node/12959993205,"https://www.google.com/maps/search/?api=1&query=43.552787,-79.7156274"
Milton Medical,amenity:doctors,,,,,,43.510359,-79.886461,node,724840967,https://www.openstreetmap.org/node/724840967,"https://www.google.com/maps/search/?api=1&query=43.5103589,-79.8864615"
myClinic,amenity:doctors,,,,,,43.659125,-79.727256,node,13093255116,https://www.openstreetmap.org/node/13093255116,"https://www.google.com/maps/search/?api=1&query=43.6591249,-79.7272565"
Oval Medical Centre,amenity:doctors,,,,,,43.658408,-79.721917,node,9777784400,https://www.openstreetmap.org/node/9777784400,"https://www.google.com/maps/search/?api=1&query=43.6584077,-79.7219171"
Parkside Medical Clinic,amenity:doctors,,,,,,43.334984,-79.903460,node,2801015836,https://www.openstreetmap.org/node/2801015836,"https://www.google.com/maps/search/?api=1&query=43.3349836,-79.9034603"
Peel Family Medical Centre,amenity:doctors,,,,,,43.692331,-79.752861,node,9008352108,https://www.openstreetmap.org/node/9008352108,"https://www.google.com/maps/search/?api=1&query=43.6923313,-79.7528614"
Pharmacy Medical Centre,amenity:doctors,,2980,Crosscurrent Drive,,,43.594711,-79.779112,node,12740110434,https://www.openstreetmap.org/node/12740110434,"https://www.google.com/maps/search/?api=1&query=43.5947106,-79.7791116"
Plains Medical Centre,amenity:doctors,,,,,,43.303383,-79.857742,node,1356846125,https://www.openstreetmap.org/node/1356846125,"https://www.google.com/maps/search/?api=1&query=43.3033828,-79.8577417"
Seva Medical Centre,amenity:doctors,,,,,,43.658701,-79.817952,node,12692043561,https://www.openstreetmap.org/node/12692043561,"https://www.google.com/maps/search/?api=1&query=43.6587012,-79.8179517"
Spring Valley Medical Centre,amenity:doctors,,,,,,43.672777,-79.821251,node,2486831777,https://www.openstreetmap.org/node/2486831777,"https://www.google.com/maps/search/?api=1&query=43.672777,-79.8212508"
The Doctor's Office,amenity:doctors,,,,,,43.715122,-79.721434,node,6659686716,https://www.openstreetmap.org/node/6659686716,"https://www.google.com/maps/search/?api=1&query=43.7151215,-79.7214339"
Walk-In Clinic & Pediatrician,amenity:doctors,,,,,,43.675118,-79.722766,node,9777743819,https://www.openstreetmap.org/node/9777743819,"https://www.google.com/maps/search/?api=1&query=43.6751181,-79.7227657"
Tiger Taekwondo,amenity:dojo,,,,,,43.681591,-79.815569,node,6546847847,https://www.openstreetmap.org/node/6546847847,"https://www.google.com/maps/search/?api=1&query=43.6815906,-79.8155686"
3 Bills,amenity:fast_food,,,,,,43.320462,-79.800077,node,278026194,https://www.openstreetmap.org/node/278026194,"https://www.google.com/maps/search/?api=1&query=43.320462,-79.800077"
6Ixty Wing,amenity:fast_food,,15,Sandalwood Trail,,,43.716444,-79.803774,node,13246539821,https://www.openstreetmap.org/node/13246539821,"https://www.google.com/maps/search/?api=1&query=43.7164438,-79.8037736"
786 Pizza & Wings,amenity:fast_food,,,,,,43.676458,-79.771703,node,7195548285,https://www.openstreetmap.org/node/7195548285,"https://www.google.com/maps/search/?api=1&query=43.6764584,-79.771703"
Ako Greek,amenity:fast_food,,,,,,43.518621,-79.874186,node,6628676252,https://www.openstreetmap.org/node/6628676252,"https://www.google.com/maps/search/?api=1&query=43.5186211,-79.8741857"
Albashawat Iraqi Grill,amenity:fast_food,,,,,,43.580757,-79.757631,node,3944582780,https://www.openstreetmap.org/node/3944582780,"https://www.google.com/maps/search/?api=1&query=43.5807569,-79.7576309"
Amaya,amenity:fast_food,,,,,,43.714695,-79.721830,node,5240401865,https://www.openstreetmap.org/node/5240401865,"https://www.google.com/maps/search/?api=1&query=43.7146949,-79.7218305"
Ananda Pizza,amenity:fast_food,+1-905-840-9696,,,,,43.710383,-79.815568,node,2498602805,https://www.openstreetmap.org/node/2498602805,"https://www.google.com/maps/search/?api=1&query=43.710383,-79.8155684"
Applestone Pizzeria,amenity:fast_food,,,,,,43.391601,-79.789063,node,7059152366,https://www.openstreetmap.org/node/7059152366,"https://www.google.com/maps/search/?api=1&query=43.3916012,-79.7890625"
Artisan Pizza,amenity:fast_food,+1-905-333-3555,2444,New Street,,,43.337792,-79.785511,node,3609911918,https://www.openstreetmap.org/node/3609911918,"https://www.google.com/maps/search/?api=1&query=43.3377923,-79.7855107"
Asian Garden,amenity:fast_food,+1-905-689-0034,,,,,43.335157,-79.903782,node,2801015833,https://www.openstreetmap.org/node/2801015833,"https://www.google.com/maps/search/?api=1&query=43.3351568,-79.9037822"
Azkadenya,amenity:fast_food,,,,,,43.580764,-79.735807,node,12908415287,https://www.openstreetmap.org/node/12908415287,"https://www.google.com/maps/search/?api=1&query=43.5807638,-79.7358071"
Babaz,amenity:fast_food,,,,,,43.371956,-79.794396,node,4055830332,https://www.openstreetmap.org/node/4055830332,"https://www.google.com/maps/search/?api=1&query=43.3719556,-79.7943961"
Baghlan Kabob,amenity:fast_food,,,,,,43.724945,-79.716093,node,6547874081,https://www.openstreetmap.org/node/6547874081,"https://www.google.com/maps/search/?api=1&query=43.7249451,-79.7160928"
Beavertails,amenity:fast_food,,,,,,43.581017,-79.712629,node,529523444,https://www.openstreetmap.org/node/529523444,"https://www.google.com/maps/search/?api=1&query=43.5810169,-79.7126286"
Benny's Curry & Roti,amenity:fast_food,+1-905-876-2559,468,Steeles Avenue East,Milton,,43.526569,-79.887604,node,2232090108,https://www.openstreetmap.org/node/2232090108,"https://www.google.com/maps/search/?api=1&query=43.5265692,-79.8876036"
Bibab Express,amenity:fast_food,,280,Guelph Street,,,43.648506,-79.899280,node,6533004827,https://www.openstreetmap.org/node/6533004827,"https://www.google.com/maps/search/?api=1&query=43.6485063,-79.89928"
Biryani Culture,amenity:fast_food,,3,Sidford Road,,,43.675773,-79.822658,node,3942783510,https://www.openstreetmap.org/node/3942783510,"https://www.google.com/maps/search/?api=1&query=43.6757732,-79.8226576"
Biryani King,amenity:fast_food,,,,,,43.702699,-79.786890,node,3644735634,https://www.openstreetmap.org/node/3644735634,"https://www.google.com/maps/search/?api=1&query=43.7026988,-79.7868903"
Boardwalk Burgers,amenity:fast_food,,,,,,43.543757,-79.868211,node,1738484579,https://www.openstreetmap.org/node/1738484579,"https://www.google.com/maps/search/?api=1&query=43.543757,-79.8682106"
Boba Green,amenity:fast_food,,,,,,43.413114,-79.705702,node,6647448511,https://www.openstreetmap.org/node/6647448511,"https://www.google.com/maps/search/?api=1&query=43.4131136,-79.7057023"
Bombay Bakers,amenity:fast_food,+1-905-787-7489,,,,,43.717652,-79.742673,node,6173710285,https://www.openstreetmap.org/node/6173710285,"https://www.google.com/maps/search/?api=1&query=43.7176518,-79.7426729"
Boon Burger,amenity:fast_food,,,,,,43.466386,-79.745186,node,5732980816,https://www.openstreetmap.org/node/5732980816,"https://www.google.com/maps/search/?api=1&query=43.4663857,-79.7451856"
Bubble Tease,amenity:fast_food,,,,,,43.715238,-79.721658,node,6661106799,https://www.openstreetmap.org/node/6661106799,"https://www.google.com/maps/search/?api=1&query=43.7152381,-79.7216578"
Burlington Charcoal Pit,amenity:fast_food,,,,,,43.325215,-79.795096,node,7859183661,https://www.openstreetmap.org/node/7859183661,"https://www.google.com/maps/search/?api=1&query=43.3252148,-79.7950957"
Burritoz,amenity:fast_food,,,,,,43.339338,-79.817720,node,2168903433,https://www.openstreetmap.org/node/2168903433,"https://www.google.com/maps/search/?api=1&query=43.3393383,-79.8177201"
California Sandwiches,amenity:fast_food,,,,,,43.356946,-79.783241,node,3801573984,https://www.openstreetmap.org/node/3801573984,"https://www.google.com/maps/search/?api=1&query=43.3569457,-79.783241"
California Thai,amenity:fast_food,,,,,,43.715270,-79.723816,node,2651030451,https://www.openstreetmap.org/node/2651030451,"https://www.google.com/maps/search/?api=1&query=43.7152696,-79.7238157"
Caribbean Heat,amenity:fast_food,,,,,,43.728124,-79.796628,node,1870177966,https://www.openstreetmap.org/node/1870177966,"https://www.google.com/maps/search/?api=1&query=43.7281243,-79.7966278"
Caz's Great Fish,amenity:fast_food,,,,,,43.447321,-79.703120,node,2462374143,https://www.openstreetmap.org/node/2462374143,"https://www.google.com/maps/search/?api=1&query=43.4473208,-79.7031201"
Charleys Philly Steaks,amenity:fast_food,,,,,,43.714982,-79.721405,node,3849723166,https://www.openstreetmap.org/node/3849723166,"https://www.google.com/maps/search/?api=1&query=43.7149818,-79.7214048"
Chef Grande,amenity:fast_food,,,,,,43.371551,-79.761629,node,7060674438,https://www.openstreetmap.org/node/7060674438,"https://www.google.com/maps/search/?api=1&query=43.3715509,-79.7616293"
Chef's Door,amenity:fast_food,,,,,,43.342635,-79.828642,node,7061727759,https://www.openstreetmap.org/node/7061727759,"https://www.google.com/maps/search/?api=1&query=43.3426349,-79.8286418"
Chennai Express,amenity:fast_food,,,,,,43.703653,-79.785177,node,6546952098,https://www.openstreetmap.org/node/6546952098,"https://www.google.com/maps/search/?api=1&query=43.7036526,-79.7851771"
Chessa,amenity:fast_food,,,,,,43.699314,-79.822274,node,2324930401,https://www.openstreetmap.org/node/2324930401,"https://www.google.com/maps/search/?api=1&query=43.6993135,-79.8222742"
China Wok,amenity:fast_food,,,,,,43.354420,-79.769061,node,3760804707,https://www.openstreetmap.org/node/3760804707,"https://www.google.com/maps/search/?api=1&query=43.3544196,-79.7690609"
Chop Chop Wok,amenity:fast_food,,,,,,43.698672,-79.823012,node,2324930395,https://www.openstreetmap.org/node/2324930395,"https://www.google.com/maps/search/?api=1&query=43.6986716,-79.8230118"
Chorizo Fresh Mex,amenity:fast_food,,,,,,43.395648,-79.749036,node,1967735111,https://www.openstreetmap.org/node/1967735111,"https://www.google.com/maps/search/?api=1&query=43.3956481,-79.749036"
Chorizo Fresh Mex,amenity:fast_food,,,,,,43.405731,-79.806066,node,7059201046,https://www.openstreetmap.org/node/7059201046,"https://www.google.com/maps/search/?api=1&query=43.405731,-79.8060655"
Chuck's Roadhouse,amenity:fast_food,,,,,,43.666100,-79.732483,node,3969700264,https://www.openstreetmap.org/node/3969700264,"https://www.google.com/maps/search/?api=1&query=43.6660995,-79.7324832"
Cinnabon,amenity:fast_food,,,,,,43.715299,-79.721447,node,3849949565,https://www.openstreetmap.org/node/3849949565,"https://www.google.com/maps/search/?api=1&query=43.7152994,-79.7214474"
City North Pizza,amenity:fast_food,,,,,,43.657707,-79.741083,node,7195543530,https://www.openstreetmap.org/node/7195543530,"https://www.google.com/maps/search/?api=1&query=43.6577073,-79.7410826"
City Pizza,amenity:fast_food,,,,,,43.355048,-79.768738,node,9556342852,https://www.openstreetmap.org/node/9556342852,"https://www.google.com/maps/search/?api=1&query=43.3550477,-79.7687382"
City South Pizza,amenity:fast_food,,,,,,43.683915,-79.812340,node,1922035032,https://www.openstreetmap.org/node/1922035032,"https://www.google.com/maps/search/?api=1&query=43.6839152,-79.8123396"
City South Pizza,amenity:fast_food,,,,,,43.657968,-79.724955,node,5695551055,https://www.openstreetmap.org/node/5695551055,"https://www.google.com/maps/search/?api=1&query=43.6579684,-79.7249548"
Club Sub,amenity:fast_food,,,,,,43.397569,-79.797040,node,4684460918,https://www.openstreetmap.org/node/4684460918,"https://www.google.com/maps/search/?api=1&query=43.3975693,-79.7970398"
Cocelli Pizza,amenity:fast_food,+1-905-495-1211,,,,,43.710011,-79.810679,node,2498602809,https://www.openstreetmap.org/node/2498602809,"https://www.google.com/maps/search/?api=1&query=43.7100105,-79.8106788"
Copper Branch,amenity:fast_food,,,,,,43.482735,-79.720329,node,8975636928,https://www.openstreetmap.org/node/8975636928,"https://www.google.com/maps/search/?api=1&query=43.4827346,-79.7203293"
Crepe de Licious,amenity:fast_food,,,,,,43.715330,-79.721706,node,6661106804,https://www.openstreetmap.org/node/6661106804,"https://www.google.com/maps/search/?api=1&query=43.71533,-79.7217056"
Crepe de Luxe,amenity:fast_food,,5100,Erin Mills Parkway,,,43.558378,-79.711685,node,6556389822,https://www.openstreetmap.org/node/6556389822,"https://www.google.com/maps/search/?api=1&query=43.5583776,-79.7116852"
Crispy Town,amenity:fast_food,,800,Boyer Boulevard,,,43.612641,-79.700066,node,5234667204,https://www.openstreetmap.org/node/5234667204,"https://www.google.com/maps/search/?api=1&query=43.6126412,-79.700066"
Dehli Grill,amenity:fast_food,+1-905-835-4055,,,,,43.589597,-79.723054,node,4618737954,https://www.openstreetmap.org/node/4618737954,"https://www.google.com/maps/search/?api=1&query=43.5895971,-79.7230544"
Desi Tandoor,amenity:fast_food,,,,,,43.727990,-79.796311,node,6571761655,https://www.openstreetmap.org/node/6571761655,"https://www.google.com/maps/search/?api=1&query=43.72799,-79.7963111"
Desserto,amenity:fast_food,,,,,,43.665725,-79.732049,node,12691959738,https://www.openstreetmap.org/node/12691959738,"https://www.google.com/maps/search/?api=1&query=43.6657248,-79.7320491"
Dhaba Express,amenity:fast_food,,,,,,43.710338,-79.815628,node,2498602764,https://www.openstreetmap.org/node/2498602764,"https://www.google.com/maps/search/?api=1&query=43.7103383,-79.8156275"
Dhaba Express,amenity:fast_food,,,,,,43.714552,-79.779518,node,6547160013,https://www.openstreetmap.org/node/6547160013,"https://www.google.com/maps/search/?api=1&query=43.7145518,-79.7795177"
Dosa Dosa,amenity:fast_food,,,,,,43.662713,-79.727463,node,13093233404,https://www.openstreetmap.org/node/13093233404,"https://www.google.com/maps/search/?api=1&query=43.662713,-79.7274627"
Double Double Pizza & Chicken,amenity:fast_food,,,,,,43.725850,-79.715148,node,6547884385,https://www.openstreetmap.org/node/6547884385,"https://www.google.com/maps/search/?api=1&query=43.7258503,-79.715148"
Duckies Dairy Bar,amenity:fast_food,,,,,,43.395102,-79.704876,node,9156560829,https://www.openstreetmap.org/node/9156560829,"https://www.google.com/maps/search/?api=1&query=43.3951015,-79.7048759"
Edo Japan,amenity:fast_food,,,,,,43.727483,-79.795478,node,12479647672,https://www.openstreetmap.org/node/12479647672,"https://www.google.com/maps/search/?api=1&query=43.727483,-79.7954779"
Egg Nukkad,amenity:fast_food,,,,,,43.717987,-79.742857,node,6173691086,https://www.openstreetmap.org/node/6173691086,"https://www.google.com/maps/search/?api=1&query=43.7179865,-79.7428565"
Extreme Pita,amenity:fast_food,,,,,,43.610828,-79.749125,node,1336829692,https://www.openstreetmap.org/node/1336829692,"https://www.google.com/maps/search/?api=1&query=43.610828,-79.749125"
Extreme Pita,amenity:fast_food,,,,,,43.449215,-79.702928,node,1862505931,https://www.openstreetmap.org/node/1862505931,"https://www.google.com/maps/search/?api=1&query=43.4492146,-79.702928"
Famous Wok,amenity:fast_food,,,,,,43.348715,-79.794834,node,6629399731,https://www.openstreetmap.org/node/6629399731,"https://www.google.com/maps/search/?api=1&query=43.348715,-79.794834"
Famous Wok,amenity:fast_food,,,,,,43.575562,-79.829346,node,6655586813,https://www.openstreetmap.org/node/6655586813,"https://www.google.com/maps/search/?api=1&query=43.5755624,-79.8293458"
Fit for Life,amenity:fast_food,,280,Guelph Street,,,43.648661,-79.899638,node,6533004820,https://www.openstreetmap.org/node/6533004820,"https://www.google.com/maps/search/?api=1&query=43.6486611,-79.8996383"
Flamos,amenity:fast_food,,,,,,43.596089,-79.787269,node,1714830090,https://www.openstreetmap.org/node/1714830090,"https://www.google.com/maps/search/?api=1&query=43.5960886,-79.7872694"
Fresh Burrito,amenity:fast_food,,,,,,43.665476,-79.780767,node,11417804796,https://www.openstreetmap.org/node/11417804796,"https://www.google.com/maps/search/?api=1&query=43.6654764,-79.7807668"
Fresh Burrito,amenity:fast_food,,,,,,43.694642,-79.750947,node,12810733882,https://www.openstreetmap.org/node/12810733882,"https://www.google.com/maps/search/?api=1&query=43.6946419,-79.7509469"
Fresh Cut Fries,amenity:fast_food,,,,,,43.730205,-79.761930,node,12897587860,https://www.openstreetmap.org/node/12897587860,"https://www.google.com/maps/search/?api=1&query=43.7302049,-79.7619304"
Freshawarma,amenity:fast_food,,,,,,43.666105,-79.738044,node,6566848348,https://www.openstreetmap.org/node/6566848348,"https://www.google.com/maps/search/?api=1&query=43.6661045,-79.7380442"
Frisco Fries,amenity:fast_food,,280,Guelph Street,,,43.648540,-79.899411,node,6533004825,https://www.openstreetmap.org/node/6533004825,"https://www.google.com/maps/search/?api=1&query=43.6485402,-79.8994106"
Fusia Asian Kitchen,amenity:fast_food,,,,,,43.666279,-79.737853,node,6566848344,https://www.openstreetmap.org/node/6566848344,"https://www.google.com/maps/search/?api=1&query=43.6662794,-79.7378532"
Fyah Side,amenity:fast_food,,,,,,43.684314,-79.812858,node,6546847865,https://www.openstreetmap.org/node/6546847865,"https://www.google.com/maps/search/?api=1&query=43.6843144,-79.8128575"
Gallito's,amenity:fast_food,,,,,,43.715260,-79.721844,node,5240401866,https://www.openstreetmap.org/node/5240401866,"https://www.google.com/maps/search/?api=1&query=43.7152599,-79.7218436"
Garden Street Cafe,amenity:fast_food,,,,,,43.719395,-79.722231,node,2650564455,https://www.openstreetmap.org/node/2650564455,"https://www.google.com/maps/search/?api=1&query=43.7193953,-79.722231"
Golden Fish & Chips,amenity:fast_food,,,,,,43.650153,-79.927249,node,4352737287,https://www.openstreetmap.org/node/4352737287,"https://www.google.com/maps/search/?api=1&query=43.650153,-79.9272485"
Grabb-A-Pizza,amenity:fast_food,,,,,,43.702027,-79.755238,node,7176511074,https://www.openstreetmap.org/node/7176511074,"https://www.google.com/maps/search/?api=1&query=43.7020267,-79.7552383"
Grill City,amenity:fast_food,,800,Boyer Boulevard,,,43.612607,-79.700006,node,5234667203,https://www.openstreetmap.org/node/5234667203,"https://www.google.com/maps/search/?api=1&query=43.6126071,-79.7000063"
Grill It Up,amenity:fast_food,,5100,Erin Mills Parkway,,,43.559118,-79.711707,node,6556575931,https://www.openstreetmap.org/node/6556575931,"https://www.google.com/maps/search/?api=1&query=43.559118,-79.7117072"
Grind Hamburgers,amenity:fast_food,,212,Guelph Street,Georgetown,L7G 4A1,43.649984,-79.905310,node,10981542092,https://www.openstreetmap.org/node/10981542092,"https://www.google.com/maps/search/?api=1&query=43.6499843,-79.9053095"
Halifax Donair,amenity:fast_food,,,,,,43.353221,-79.786338,node,7061164019,https://www.openstreetmap.org/node/7061164019,"https://www.google.com/maps/search/?api=1&query=43.3532206,-79.7863382"
Hi Roi Sushi,amenity:fast_food,,6040,Glen Erin Drive,,,43.574921,-79.739218,node,12865667317,https://www.openstreetmap.org/node/12865667317,"https://www.google.com/maps/search/?api=1&query=43.5749209,-79.7392182"
Holy Witches,amenity:fast_food,,,,,,43.579755,-79.734331,node,12865612691,https://www.openstreetmap.org/node/12865612691,"https://www.google.com/maps/search/?api=1&query=43.5797548,-79.7343315"
Hot Grill,amenity:fast_food,,,,,,43.579163,-79.770841,node,3976328257,https://www.openstreetmap.org/node/3976328257,"https://www.google.com/maps/search/?api=1&query=43.5791634,-79.770841"
I Heart Boba,amenity:fast_food,,,,,,43.367178,-79.752981,node,7060682356,https://www.openstreetmap.org/node/7060682356,"https://www.google.com/maps/search/?api=1&query=43.3671777,-79.7529809"
Italian Garden Restaurant,amenity:fast_food,,,,,,43.707576,-79.788384,node,6546951251,https://www.openstreetmap.org/node/6546951251,"https://www.google.com/maps/search/?api=1&query=43.7075761,-79.7883837"
J.F. Chen Chinese Food,amenity:fast_food,,,,,,43.405879,-79.806226,node,7059201044,https://www.openstreetmap.org/node/7059201044,"https://www.google.com/maps/search/?api=1&query=43.4058791,-79.8062264"
Jamaican Island Cuisine,amenity:fast_food,,,,,,43.666189,-79.737950,node,6566848346,https://www.openstreetmap.org/node/6566848346,"https://www.google.com/maps/search/?api=1&query=43.6661891,-79.7379502"
Jasmine Rice,amenity:fast_food,,,,,,43.347702,-79.793216,node,6629362798,https://www.openstreetmap.org/node/6629362798,"https://www.google.com/maps/search/?api=1&query=43.3477022,-79.7932156"
Joe's Great Pizza,amenity:fast_food,,,,,,43.654559,-79.934385,node,10981508090,https://www.openstreetmap.org/node/10981508090,"https://www.google.com/maps/search/?api=1&query=43.6545589,-79.934385"
Joe's Pizzeria,amenity:fast_food,+1-905-459-8687,,,,,43.678486,-79.762615,node,703107997,https://www.openstreetmap.org/node/703107997,"https://www.google.com/maps/search/?api=1&query=43.678486,-79.7626154"
Junction Indian Street Food,amenity:fast_food,,,,,,43.662709,-79.727579,node,13093233405,https://www.openstreetmap.org/node/13093233405,"https://www.google.com/maps/search/?api=1&query=43.6627085,-79.7275792"
Just Braise,amenity:fast_food,,,,,,43.466286,-79.746729,node,4868553921,https://www.openstreetmap.org/node/4868553921,"https://www.google.com/maps/search/?api=1&query=43.466286,-79.7467288"
Kakori Indian Mughlai Cuisine,amenity:fast_food,,2911,Eglinton Avenue West,,,43.551653,-79.716495,node,3942806126,https://www.openstreetmap.org/node/3942806126,"https://www.google.com/maps/search/?api=1&query=43.5516526,-79.7164955"
Kang's Dhaba,amenity:fast_food,,,,,,43.672884,-79.821050,node,6546847844,https://www.openstreetmap.org/node/6546847844,"https://www.google.com/maps/search/?api=1&query=43.6728844,-79.8210503"
Kernels,amenity:fast_food,,,,,,43.325461,-79.819838,node,6632429838,https://www.openstreetmap.org/node/6632429838,"https://www.google.com/maps/search/?api=1&query=43.3254607,-79.819838"
Kevin's Hamburger House,amenity:fast_food,,,,,,43.518675,-79.874115,node,6628676253,https://www.openstreetmap.org/node/6628676253,"https://www.google.com/maps/search/?api=1&query=43.5186749,-79.8741145"
Kin-Kin Bakery & Bubble Tea,amenity:fast_food,,,,,,43.714881,-79.721516,node,6659692325,https://www.openstreetmap.org/node/6659692325,"https://www.google.com/maps/search/?api=1&query=43.7148813,-79.7215163"
King Corn,amenity:fast_food,,,,,,43.558093,-79.712487,node,12960057589,https://www.openstreetmap.org/node/12960057589,"https://www.google.com/maps/search/?api=1&query=43.558093,-79.7124872"
King Tandoori,amenity:fast_food,,,,,,43.666253,-79.739195,node,6566785626,https://www.openstreetmap.org/node/6566785626,"https://www.google.com/maps/search/?api=1&query=43.6662532,-79.7391955"
Koya Japan,amenity:fast_food,,,,,,43.348920,-79.794974,node,6629399729,https://www.openstreetmap.org/node/6629399729,"https://www.google.com/maps/search/?api=1&query=43.3489204,-79.7949741"
Kung Pao Wok,amenity:fast_food,,280,Guelph Street,,,43.648545,-79.899333,node,6533004826,https://www.openstreetmap.org/node/6533004826,"https://www.google.com/maps/search/?api=1&query=43.6485455,-79.8993331"
Latin Super Chicken,amenity:fast_food,+1-905-369-0420,,,,,43.589041,-79.722836,node,4618737955,https://www.openstreetmap.org/node/4618737955,"https://www.google.com/maps/search/?api=1&query=43.5890405,-79.7228358"
Lava Pizza & Wings,amenity:fast_food,,,,,,43.323447,-79.831476,node,7770697104,https://www.openstreetmap.org/node/7770697104,"https://www.google.com/maps/search/?api=1&query=43.323447,-79.8314762"
Louanne's Newfie Fries,amenity:fast_food,,,,,,43.607811,-79.893789,node,3812899492,https://www.openstreetmap.org/node/3812899492,"https://www.google.com/maps/search/?api=1&query=43.6078111,-79.8937889"
MacKay Pizza,amenity:fast_food,,,,,,43.702624,-79.787102,node,6546913786,https://www.openstreetmap.org/node/6546913786,"https://www.google.com/maps/search/?api=1&query=43.7026239,-79.7871016"
Main Street Italian Eatery,amenity:fast_food,,,,,,43.528295,-79.867663,node,2204624758,https://www.openstreetmap.org/node/2204624758,"https://www.google.com/maps/search/?api=1&query=43.5282952,-79.8676634"
Manchu Wok,amenity:fast_food,,,,,,43.325514,-79.820515,node,6632464362,https://www.openstreetmap.org/node/6632464362,"https://www.google.com/maps/search/?api=1&query=43.3255137,-79.8205146"
Manöusha,amenity:fast_food,,,,,,43.579995,-79.734583,node,12908463795,https://www.openstreetmap.org/node/12908463795,"https://www.google.com/maps/search/?api=1&query=43.5799948,-79.734583"
Meltwich,amenity:fast_food,,,,,,43.371527,-79.762327,node,7060674434,https://www.openstreetmap.org/node/7060674434,"https://www.google.com/maps/search/?api=1&query=43.3715275,-79.7623266"
